Author_Node_ID,Publication_Node_ID,Author_Position
1035631,5000206,2
1046989,5000206,3
1045873,5000207,3
1048524,5000207,2
1049106,5000207,1
1027932,5000208,4
1028328,5000208,1
1029476,5000208,3
1037303,5000208,2
1030378,5000209,1
1039450,5000209,2
1037586,5000210,1
1026838,5000211,2
1033915,5000211,4
1041088,5000211,3
1046282,5000211,1
1033312,5000212,1
1039968,5000212,2
1027739,5000213,2
1044462,5000213,1
1048753,5000213,3
1036778,5000214,1
1036730,5000215,2
1049044,5000215,1
1038493,5000216,2
1039753,5000216,1
1049384,5000216,3
1024896,5000217,2
1026124,5000217,1
1035016,5000218,1
1039526,5000218,2
1031043,5000219,2
1035058,5000219,1
1037971,5000219,3
1026675,5000220,2
1030875,5000220,4
1036226,5000220,1
1038611,5000220,5
1042498,5000220,3
1049493,5000221,1
1034106,5000222,2
1038579,5000222,1
1033791,5000223,4
1034296,5000223,3
1041172,5000223,1
1049225,5000223,2
1029603,5000224,1
1038645,5000224,2
1032621,5000225,1
1039668,5000226,1
1034351,5000227,2
1035809,5000227,3
1049384,5000227,1
1041213,5000228,2
1043523,5000228,3
1046918,5000228,1
1035253,5000229,1
1044031,5000229,2
1026393,5000230,1
1029008,5000231,1
1044433,5000232,1
1034621,5000233,1
1028064,5000234,1
1029430,5000235,5
1032634,5000235,1
1040526,5000235,4
1044787,5000235,2
1046329,5000235,3
1034466,5000236,2
1037371,5000236,3
1039370,5000236,4
1048785,5000236,1
1033791,5000237,2
1041630,5000237,1
1028195,5000238,2
1029067,5000238,1
1032600,5000238,3
1035013,5000238,5
1046993,5000238,4
1028485,5000239,1
1029538,5000239,2
1035002,5000239,4
1046274,5000239,3
1040152,5000240,1
1047775,5000240,2
1025395,5000241,1
1025788,5000241,2
1045584,5000241,3
1036730,5000242,2
1042231,5000242,1
1026115,5000243,2
1038999,5000243,1
1029391,5000244,1
1038703,5000244,2
1034964,5000245,1
1026822,5000246,3
1039970,5000246,4
1044384,5000246,2
1047965,5000246,1
1029765,5000247,2
1035758,5000247,1
1043855,5000247,3
1029673,5000248,3
1036610,5000248,1
1041525,5000248,2
1045201,5000249,1
1027603,5000250,1
1035058,5000250,2
1026675,5000251,4
1029538,5000251,2
1031040,5000251,1
1042498,5000251,5
1045852,5000251,3
1029723,5000252,3
1029939,5000252,2
1047518,5000252,1
1027349,5000253,2
1045201,5000253,1
1037396,5000254,1
1026626,5000255,1
1029460,5000255,2
1043968,5000255,3
1029203,5000256,1
1043269,5000257,1
1026276,5000258,1
1047358,5000259,1
1035758,5000260,1
1046176,5000265,1
1035062,5000266,1
1044769,5000266,2
1046844,5000266,3
1025432,5000267,2
1028771,5000267,1
1035574,5000268,2
1044158,5000268,1
1044162,5000269,2
1046992,5000269,1
1025783,5000270,1
1032345,5000270,4
1037528,5000270,2
1045308,5000270,3
1031240,5000271,1
1028494,5000272,2
1029510,5000272,3
1037407,5000272,1
1032264,5000273,4
1033779,5000273,1
1039870,5000273,3
1041060,5000273,2
1035938,5000274,1
1033397,5000275,3
1033398,5000275,2
1039707,5000275,1
1028250,5000276,4
1034948,5000276,3
1042031,5000276,2
1042158,5000276,1
1027374,5000277,1
1026458,5000278,1
1043933,5000278,2
1031117,5000279,1
1027897,5000280,2
1033523,5000280,1
1044272,5000281,1
1030556,5000282,1
1025796,5000283,1
1034005,5000283,2
1044535,5000284,2
1046240,5000284,1
1037905,5000285,1
1044695,5000285,2
1029510,5000286,3
1032182,5000286,4
1034108,5000286,5
1039797,5000286,2
1044769,5000286,1
1032014,5000287,1
1039917,5000287,2
1027292,5000288,2
1030494,5000288,1
1037819,5000289,3
1042818,5000289,1
1044957,5000289,2
1040305,5000290,1
1044937,5000290,2
1031632,5000291,1
1036737,5000291,2
1033947,5000292,2
1045096,5000292,1
1032189,5000293,2
1039794,5000293,1
1026728,5000294,2
1039503,5000294,1
1029439,5000295,3
1032345,5000295,1
1036495,5000295,2
1030792,5000296,1
1038095,5000296,2
1040144,5000297,2
1041800,5000297,1
1036600,5000298,2
1039768,5000298,1
1041878,5000298,3
1024689,5000299,1
1038793,5000299,2
1032807,5000300,2
1044278,5000300,3
1049570,5000300,1
1038568,5000301,1
1033264,5000302,1
1042423,5000302,3
1043322,5000302,2
1041572,5000303,2
1041763,5000303,1
1048304,5000303,3
1036239,5000304,1
1040081,5000304,2
1036656,5000305,1
1031991,5000306,2
1033962,5000306,1
1032866,5000307,1
1036010,5000307,2
1026695,5000308,2
1038198,5000308,1
1034745,5000309,2
1037264,5000309,1
1025180,5000310,1
1047270,5000310,2
1032761,5000311,3
1032918,5000311,1
1033752,5000311,2
1042190,5000312,2
1043289,5000312,1
1044163,5000312,3
1034161,5000313,1
1040953,5000313,3
1042940,5000313,2
1030882,5000314,3
1043204,5000314,1
1048062,5000314,2
1027513,5000315,2
1032788,5000315,1
1037827,5000315,3
1043977,5000316,1
1033264,5000317,1
1043322,5000317,2
1029599,5000318,2
1046597,5000318,1
1030240,5000319,1
1037344,5000319,3
1044849,5000319,2
1031773,5000320,2
1038897,5000320,3
1049870,5000320,1
1030438,5000321,1
1027630,5000322,1
1048718,5000322,2
1025311,5000323,2
1046746,5000323,1
1040512,5000324,1
1047329,5000324,2
1024988,5000325,3
1032744,5000325,1
1045613,5000325,2
1027980,5000326,3
1034617,5000326,2
1049869,5000326,1
1043117,5000327,2
1048618,5000327,1
1025246,5000328,1
1029815,5000328,2
1031041,5000329,1
1039633,5000330,2
1046074,5000330,1
1049703,5000330,3
1024949,5000331,1
1049914,5000331,2
1035183,5000332,1
1037017,5000332,2
1031439,5000333,1
1031117,5000334,3
1040877,5000334,1
1047628,5000334,2
1025739,5000335,2
1036821,5000335,1
1030605,5000336,2
1035183,5000336,1
1028048,5000337,2
1033619,5000337,1
1025337,5000338,4
1027344,5000338,2
1029543,5000338,3
1045102,5000338,1
1025541,5000339,1
1048773,5000339,2
1039749,5000340,2
1049703,5000340,1
1028137,5000341,2
1042558,5000341,3
1046054,5000341,1
1036969,5000342,2
1048056,5000342,3
1049458,5000342,1
1029678,5000343,5
1030011,5000343,4
1035890,5000343,1
1039578,5000343,3
1042266,5000343,2
1036169,5000344,1
1048304,5000345,1
1036240,5000346,2
1045999,5000346,1
1031117,5000347,2
1034436,5000347,1
1039518,5000347,3
1039152,5000348,2
1041861,5000348,1
1031263,5000349,2
1031566,5000349,4
1038929,5000349,3
1047050,5000349,1
1034887,5000350,2
1035619,5000350,3
1038100,5000350,5
1043578,5000350,4
1048633,5000350,1
1030792,5000351,3
1030850,5000351,1
1038095,5000351,2
1040376,5000352,1
1035721,5000353,3
1038897,5000353,1
1043010,5000353,2
1030408,5000354,1
1045372,5000354,2
1039045,5000355,2
1043132,5000355,3
1047992,5000355,1
1028834,5000356,1
1037738,5000356,3
1041001,5000356,2
1032290,5000357,4
1039870,5000357,2
1041856,5000357,3
1043556,5000357,1
1036531,5000358,1
1042847,5000359,1
1046620,5000359,4
1047937,5000359,3
1049532,5000359,2
1031687,5000360,2
1041153,5000360,1
1034069,5000361,1
1044959,5000361,2
1034232,5000362,2
1040426,5000362,1
1038441,5000363,1
1042551,5000363,2
1029794,5000364,1
1037952,5000364,4
1045654,5000364,3
1044959,5000364,2
1047935,5000365,1
1049907,5000365,2
1028943,5000366,1
1034243,5000366,2
1026904,5000367,3
1039873,5000367,2
1041902,5000367,1
1026728,5000368,1
1040315,5000368,2
1026728,5000369,1
1040315,5000369,2
1031958,5000370,2
1036286,5000370,1
1032450,5000371,3
1033174,5000371,1
1048689,5000371,2
1033795,5000372,1
1033795,5000373,1
1038003,5000374,1
1041898,5000374,2
1027299,5000375,1
1028869,5000375,3
1045031,5000375,2
1035064,5000376,2
1035899,5000376,1
1037950,5000376,3
1033639,5000377,1
1048428,5000377,2
1033768,5000378,1
1026096,5000379,1
1026103,5000379,2
1025954,5000380,1
1028545,5000380,3
1032982,5000380,2
1034887,5000380,4
1025087,5000381,1
1036600,5000381,2
1031160,5000382,4
1036255,5000382,1
1038813,5000382,3
1044181,5000382,2
1032450,5000383,1
1039208,5000383,2
1044615,5000383,3
1036177,5000384,2
1043694,5000384,1
1029492,5000385,1
1033027,5000385,3
1037716,5000385,2
1040610,5000385,4
1031867,5000386,1
1044480,5000386,2
1044640,5000386,3
1040456,5000387,1
1041878,5000387,2
1027656,5000388,3
1028497,5000388,1
1041856,5000388,4
1049770,5000388,2
1028840,5000389,2
1033264,5000389,1
1046694,5000389,3
1041253,5000390,3
1044803,5000390,1
1046183,5000390,2
1032348,5000391,2
1048922,5000391,1
1029600,5000392,1
1042666,5000392,3
1049834,5000392,2
1035982,5000393,2
1049494,5000393,1
1026879,5000394,1
1027629,5000394,2
1040714,5000394,3
1024746,5000395,1
1049917,5000395,2
1028834,5000396,2
1045512,5000396,1
1027911,5000397,3
1028890,5000397,1
1045382,5000397,2
1028572,5000398,1
1034271,5000398,2
1032029,5000399,1
1037274,5000399,3
1038980,5000399,4
1046951,5000399,2
1026065,5000400,2
1040487,5000400,1
1034548,5000401,2
1045931,5000401,1
1029797,5000402,1
1035919,5000402,3
1038044,5000402,2
1026533,5000403,2
1045980,5000403,1
1032759,5000404,1
1040644,5000404,2
1049273,5000404,3
1026138,5000405,1
1033184,5000405,3
1047937,5000405,2
1031450,5000406,2
1034161,5000406,1
1037990,5000407,2
1044815,5000407,1
1035691,5000408,1
1048428,5000408,2
1035508,5000409,1
1049123,5000409,2
1034818,5000410,3
1040118,5000410,1
1045099,5000410,2
1029043,5000411,2
1046195,5000411,1
1048056,5000412,3
1049458,5000412,1
1049475,5000412,2
1025901,5000413,4
1037185,5000413,1
1045187,5000413,2
1046098,5000413,3
1037510,5000414,3
1038138,5000414,2
1044146,5000414,1
1031902,5000415,3
1032669,5000415,1
1036240,5000415,2
1028196,5000416,2
1029119,5000416,1
1027299,5000417,2
1033866,5000417,1
1045031,5000417,3
1031662,5000418,2
1038340,5000418,1
1032303,5000419,1
1037553,5000419,2
1030717,5000420,1
1026065,5000421,2
1037882,5000421,1
1048854,5000421,3
1032377,5000422,3
1035105,5000422,1
1038554,5000422,4
1038727,5000422,2
1030605,5000423,3
1035183,5000423,2
1035643,5000423,1
1036635,5000424,1
1032456,5000425,1
1032691,5000425,2
1037719,5000426,3
1045523,5000426,2
1045871,5000426,4
1049058,5000426,1
1030565,5000427,1
1029411,5000428,3
1033264,5000428,2
1036596,5000428,1
1034473,5000429,1
1046706,5000429,2
1047289,5000429,4
1047361,5000429,3
1036378,5000430,1
1048342,5000430,2
1040668,5000431,3
1041068,5000431,2
1045814,5000431,1
1024755,5000432,2
1025244,5000432,1
1036774,5000432,3
1040615,5000433,1
1028370,5000434,3
1035454,5000434,2
1040083,5000434,1
1049067,5000434,4
1026649,5000435,4
1041552,5000435,2
1048492,5000435,3
1049012,5000435,1
1043325,5000436,1
1047740,5000436,3
1049273,5000436,2
1026712,5000437,2
1035279,5000437,1
1030704,5000438,3
1032339,5000438,2
1037958,5000438,1
1025511,5000439,2
1043237,5000439,1
1046597,5000439,3
1035890,5000440,1
1039578,5000440,2
1042266,5000440,3
1036672,5000441,1
1039045,5000441,2
1043123,5000441,4
1043132,5000441,3
1030697,5000442,2
1040434,5000442,4
1042703,5000442,1
1043304,5000442,3
1044714,5000442,5
1029931,5000443,4
1032807,5000443,3
1043441,5000443,1
1048494,5000443,2
1042470,5000444,1
1047510,5000444,2
1025230,5000445,2
1032008,5000445,1
1026065,5000446,2
1030109,5000446,1
1035490,5000447,1
1040083,5000447,2
1046446,5000447,4
1047900,5000447,3
1026117,5000448,2
1035423,5000448,1
1038763,5000448,3
1026213,5000449,1
1030691,5000449,2
1046675,5000449,3
1049147,5000449,5
1049492,5000449,4
1028392,5000450,2
1032995,5000450,1
1029600,5000451,2
1049458,5000451,3
1049834,5000451,1
1025400,5000452,1
1031064,5000452,2
1030727,5000453,1
1034818,5000453,2
1035203,5000453,4
1041075,5000453,3
1025087,5000454,2
1032442,5000454,1
1039768,5000454,3
1026944,5000455,2
1041857,5000455,1
1031109,5000456,2
1035113,5000456,3
1048121,5000456,1
1025626,5000457,1
1038490,5000457,3
1040447,5000457,2
1026108,5000458,4
1034266,5000458,3
1043132,5000458,2
1042814,5000458,1
1038824,5000459,1
1045492,5000459,2
1033355,5000460,3
1033453,5000460,1
1037261,5000460,4
1041507,5000460,2
1025594,5000461,2
1044806,5000461,3
1048241,5000461,1
1029630,5000462,4
1033484,5000462,2
1043032,5000462,3
1046562,5000462,1
1031117,5000463,4
1034728,5000463,5
1036067,5000463,3
1038153,5000463,2
1043132,5000463,6
1049875,5000463,1
1047505,5000464,1
1026078,5000465,3
1035119,5000465,4
1040873,5000465,1
1046143,5000465,2
1031570,5000466,2
1036216,5000466,1
1029413,5000467,4
1032401,5000467,1
1039773,5000467,5
1040081,5000467,2
1046330,5000467,3
1026646,5000468,2
1049824,5000468,1
1029463,5000469,1
1040537,5000469,2
1028210,5000470,2
1044618,5000470,1
1026788,5000471,2
1029931,5000471,4
1030720,5000471,1
1031149,5000471,3
1033714,5000472,1
1039037,5000472,2
1036303,5000473,1
1025762,5000474,1
1049116,5000474,2
1030494,5000475,1
1026429,5000476,1
1036743,5000476,2
1035757,5000477,1
1042973,5000477,2
1029463,5000478,1
1025502,5000479,3
1030216,5000479,5
1034033,5000479,4
1036210,5000479,2
1043441,5000479,1
1031958,5000480,1
1028785,5000481,3
1037441,5000481,1
1047083,5000481,2
1030178,5000482,3
1034047,5000482,2
1041177,5000482,4
1042605,5000482,1
1027979,5000483,4
1038895,5000483,1
1043237,5000483,2
1045316,5000483,3
1028335,5000484,1
1029305,5000484,3
1031894,5000484,5
1034818,5000484,6
1041075,5000484,4
1041336,5000484,2
1029108,5000485,1
1030393,5000485,2
1030216,5000486,4
1034033,5000486,3
1037610,5000486,2
1043441,5000486,1
1031417,5000487,1
1032377,5000487,3
1035105,5000487,2
1037184,5000488,1
1039009,5000488,2
1028956,5000489,2
1039156,5000489,3
1048675,5000489,1
1039213,5000490,1
1042365,5000490,2
1036540,5000491,1
1026465,5000492,2
1036239,5000492,1
1045370,5000492,3
1027979,5000493,4
1032377,5000493,2
1032858,5000493,1
1038105,5000493,3
1028116,5000494,3
1041212,5000494,1
1049829,5000494,2
1045232,5000495,1
1048414,5000495,2
1041004,5000496,1
1041552,5000496,2
1036355,5000497,3
1041610,5000497,1
1043132,5000497,4
1045557,5000497,2
1030530,5000498,1
1048342,5000498,2
1031329,5000499,1
1032575,5000500,2
1044799,5000500,1
1032447,5000501,3
1039728,5000501,1
1041869,5000501,2
1034900,5000502,4
1043427,5000502,1
1044163,5000502,3
1045326,5000502,2
1033628,5000503,1
1033637,5000503,2
1046125,5000503,3
1036798,5000504,1
1032395,5000505,3
1038491,5000505,1
1040428,5000505,2
1038514,5000506,1
1041898,5000506,2
1035062,5000507,1
1036957,5000507,2
1033011,5000508,2
1042744,5000508,1
1028127,5000509,3
1028336,5000509,1
1030736,5000509,2
1038533,5000510,1
1039870,5000510,2
1040539,5000510,3
1033907,5000511,1
1040027,5000512,1
1044876,5000512,2
1047639,5000512,3
1036704,5000513,3
1037579,5000513,1
1042548,5000513,2
1024741,5000514,1
1031161,5000515,1
1035938,5000515,3
1043035,5000515,2
1036540,5000516,1
1046195,5000517,1
1033639,5000518,2
1046594,5000518,1
1030777,5000519,1
1040456,5000519,2
1041878,5000519,3
1039043,5000520,2
1039879,5000520,1
1040456,5000520,4
1045937,5000520,3
1025405,5000521,3
1032373,5000521,4
1042190,5000521,2
1043427,5000521,1
1031958,5000522,2
1032959,5000522,1
1038351,5000522,3
1033652,5000523,2
1049532,5000523,1
1032666,5000524,2
1043062,5000524,3
1047050,5000524,1
1031571,5000525,4
1033425,5000525,1
1038974,5000525,2
1042609,5000525,5
1046936,5000525,3
1043237,5000526,2
1046746,5000526,1
1028174,5000527,1
1037481,5000527,3
1037944,5000527,2
1031146,5000528,1
1034120,5000528,4
1034266,5000528,3
1042814,5000528,2
1036463,5000529,3
1042440,5000529,4
1043549,5000529,2
1049148,5000529,1
1031773,5000530,3
1036607,5000530,1
1045613,5000530,2
1032286,5000531,1
1040449,5000531,3
1044782,5000531,2
1049612,5000532,1
1031439,5000533,1
1041565,5000533,2
1026630,5000534,1
1026728,5000534,2
1031783,5000535,2
1034078,5000535,1
1034101,5000535,3
1026513,5000536,1
1031160,5000536,3
1038813,5000536,2
1030643,5000537,1
1035019,5000537,5
1035147,5000537,3
1044146,5000537,2
1047530,5000537,4
1033617,5000538,1
1039350,5000538,3
1045746,5000538,4
1048577,5000538,2
1026150,5000539,1
1034069,5000539,2
1032995,5000540,2
1045819,5000540,1
1028370,5000541,1
1030081,5000541,2
1038430,5000541,4
1040083,5000541,3
1033639,5000542,1
1026065,5000543,2
1040487,5000543,1
1028143,5000544,1
1026728,5000545,3
1027262,5000545,2
1031295,5000545,1
1025125,5000546,1
1026169,5000546,2
1031877,5000546,3
1028453,5000547,1
1031209,5000547,2
1024774,5000548,2
1039045,5000548,3
1043132,5000548,1
1039137,5000549,4
1039878,5000549,1
1042690,5000549,2
1047350,5000549,3
1035425,5000550,1
1039825,5000550,3
1043475,5000550,2
1026069,5000551,2
1027970,5000551,3
1032995,5000551,1
1029876,5000552,1
1032807,5000552,2
1034673,5000552,3
1024619,5000553,2
1024691,5000553,3
1034324,5000553,1
1026420,5000554,1
1040959,5000554,2
1042609,5000554,3
1028183,5000555,1
1031991,5000555,2
1040875,5000555,3
1044146,5000555,4
1043119,5000556,1
1035140,5000557,2
1045331,5000557,1
1032450,5000558,1
1041877,5000558,2
1025156,5000559,3
1025638,5000559,4
1026186,5000559,2
1026404,5000559,1
1031439,5000560,1
1029136,5000561,1
1033520,5000561,4
1041091,5000561,2
1044237,5000561,3
1038138,5000562,2
1044146,5000562,1
1046737,5000563,1
1026237,5000564,2
1032377,5000564,3
1037937,5000564,1
1029716,5000565,2
1049732,5000565,1
1025353,5000566,5
1031857,5000566,3
1033514,5000566,4
1040292,5000566,2
1043798,5000566,1
1028040,5000567,3
1032986,5000567,1
1033057,5000567,2
1041196,5000567,4
1030257,5000568,1
1034069,5000568,2
1035105,5000569,2
1040429,5000569,3
1041976,5000569,4
1048407,5000569,1
1029134,5000570,4
1033050,5000570,1
1038240,5000570,2
1044312,5000570,3
1048432,5000570,5
1030393,5000571,3
1035602,5000571,1
1047815,5000571,2
1046725,5000572,2
1049264,5000572,1
1049074,5000573,1
1024758,5000574,1
1030393,5000575,1
1031841,5000575,3
1032575,5000575,2
1029103,5000576,1
1034066,5000576,2
1037351,5000576,3
1025649,5000577,1
1038592,5000577,3
1048000,5000577,2
1025678,5000578,2
1045928,5000578,1
1031558,5000579,1
1033575,5000580,2
1038105,5000580,1
1048421,5000580,3
1035157,5000581,1
1025793,5000582,2
1038003,5000582,1
1041898,5000582,3
1042353,5000583,1
1045400,5000583,3
1048428,5000583,2
1030238,5000584,2
1042652,5000584,1
1026728,5000585,2
1033886,5000585,1
1026785,5000586,2
1029931,5000586,3
1030720,5000586,1
1025881,5000587,2
