Author_Node_ID,Gender_Label_Refined,Gender_Label_API,API_Confidence
1048440,male,male,100
1046467,male,male,100
1049884,male,male,100
1043869,male,male,100
1028790,female,unknown,0
1047050,male,male,100
1034000,male,male,100
1039179,female,female,98
1048374,male,male,94
1042609,male,male,99
1034663,male,male,99
1045392,male,male,99
1025451,male,female,86
1038847,male,unknown,0
1047212,male,male,100
1039862,male,male,98
1032619,male,male,100
1025574,male,unknown,0
1041212,male,male,100
1048415,female,female,99
1042434,male,male,100
1030212,male,male,100
1030592,female,female,100
1043952,female,unknown,68
1049877,male,unknown,0
1048954,male,unknown,0
1040375,male,male,100
1040277,male,male,100
1036835,male,unknown,0
1034558,male,male,100
1049574,male,unknown,0
1038136,male,male,95
1044959,male,unknown,0
1031234,male,unknown,0
1043289,male,male,99
1040129,male,male,100
1041790,female,unknown,0
1030896,female,female,100
1026403,male,male,100
1025902,male,unknown,80
1028645,male,male,85
1044939,male,unknown,0
1046415,male,male,100
1031502,male,male,100
1045040,male,unknown,0
1027299,male,male,100
1036034,male,male,99
1045937,male,male,100
1044466,male,unknown,59
1046610,male,male,100
1027601,female,female,100
1036969,male,male,100
1043220,male,male,100
1034520,male,male,99
1039633,female,female,99
1028925,male,male,100
1045594,male,unknown,67
1027979,male,male,100
1047663,male,unknown,0
1040083,male,male,100
1029065,male,male,86
1046225,male,male,100
1025023,male,male,100
1028375,male,unknown,79
1025405,male,male,100
1039994,male,male,96
1031726,male,unknown,0
1032088,male,male,99
1026516,male,unknown,0
1026282,male,male,98
1038367,male,male,85
1044646,male,male,100
1025459,male,male,100
1028934,male,male,100
1028592,male,male,100
1048054,male,male,98
1030029,male,male,100
1034617,male,male,99
1043190,male,male,100
1043441,male,male,100
1046694,female,female,100
1031715,male,unknown,0
1044604,male,male,100
1046116,male,unknown,0
1025789,male,male,100
1025317,male,male,85
1030883,male,male,100
1033733,male,male,99
1040131,male,male,100
1030487,male,male,100
1033355,male,male,100
1025692,male,male,100
1036028,male,male,99
1036074,male,male,99
1046463,male,male,100
1049362,male,male,100
1039057,male,male,100
1048324,male,unknown,0
1042460,male,male,100
1026714,male,male,95
1042680,male,male,100
1038452,male,unknown,67
1041391,male,male,98
1045262,female,female,100
1046102,male,male,100
1025087,male,male,100
1031898,male,male,100
1032180,male,male,99
1032465,male,male,98
1033174,male,male,98
1036040,male,male,99
1036383,male,male,99
1038194,male,male,100
1043716,male,male,100
1024577,male,unknown,0
1024564,male,unknown,0
1048235,male,unknown,0
1028892,male,male,98
1028970,male,male,100
1038153,male,male,99
1040255,male,male,100
1035943,male,male,99
1036282,male,unknown,0
1034801,male,male,99
1039435,male,male,100
1048462,male,male,100
1037436,male,male,100
1044384,male,male,100
1028376,male,unknown,79
1030456,male,male,100
1046176,male,male,100
1037703,male,unknown,0
1044108,male,male,100
1030908,male,male,99
1030388,male,unknown,0
1035075,male,male,100
1049692,male,female,100
1027898,male,male,100
1045602,male,male,100
1041252,male,unknown,71
1049090,male,unknown,63
1035495,male,unknown,50
1024787,male,male,100
1043595,male,unknown,0
1027630,male,male,100
1035351,male,male,99
1046352,male,male,100
1047732,male,unknown,0
1045001,male,unknown,0
1045636,male,unknown,0
1029132,male,male,100
1034367,male,unknown,0
1037812,male,unknown,0
1027838,male,male,100
1036783,male,male,100
1024880,male,male,100
1047451,male,male,100
1040236,male,male,100
1024681,male,unknown,0
1039062,male,male,100
1029305,male,male,100
1043521,male,male,100
1041979,male,male,100
1032272,male,male,100
1032759,male,male,100
1034818,male,male,99
1032807,male,unknown,0
1034287,male,unknown,0
1034138,male,unknown,0
1038824,male,unknown,0
1029900,male,male,100
1029463,male,male,100
1032216,female,female,99
1028243,male,male,100
1044003,male,male,100
1045446,male,male,100
1047088,male,unknown,78
1043165,male,male,100
1037810,male,unknown,0
1042521,male,male,100
1047283,male,male,100
1038868,male,unknown,0
1048323,male,unknown,0
1031022,male,male,98
1027375,male,male,94
1028737,male,unknown,0
1035771,male,male,99
1037905,male,male,100
1030557,male,male,100
1039596,male,male,100
1043721,male,male,100
1026189,male,male,100
1042605,male,male,99
1027790,male,unknown,0
1039574,male,male,100
1044014,male,male,100
1027038,male,male,100
1028116,male,male,93
1045845,female,female,100
1041958,male,male,100
1029767,male,unknown,0
1047878,male,unknown,0
1025894,male,male,99
1031902,male,male,100
1046125,male,male,100
1047867,male,unknown,0
1038735,female,unknown,0
1040445,male,male,96
1047024,female,male,100
1030877,male,male,100
1026869,female,female,100
1041347,male,male,99
1045466,male,male,100
1048157,male,male,100
1048624,male,male,100
1031444,male,male,89
1032730,male,male,100
1045541,male,male,97
1031315,male,male,100
1045031,male,unknown,0
1045778,male,female,100
1031676,male,unknown,0
1041791,male,male,100
1031866,male,male,100
1027558,male,unknown,0
1045202,male,male,100
1024669,male,unknown,0
1031640,male,male,100
1048847,male,male,100
1038714,male,unknown,0
1043781,male,male,100
1028771,male,unknown,0
1026524,male,unknown,0
1032804,male,unknown,0
1044769,male,male,99
1025822,male,unknown,71
1031958,male,male,100
1044210,male,male,100
1026963,male,unknown,0
1044163,male,male,100
1042666,male,male,100
1045201,male,male,100
1028494,male,male,97
1046650,male,male,99
1026176,male,male,86
1029228,male,male,100
1029765,male,unknown,0
1044031,male,male,100
1024497,male,unknown,0
1029944,male,unknown,69
1041916,male,unknown,65
1025225,male,male,100
1030893,male,male,100
1025826,male,male,98
1046630,male,male,100
1048424,male,unknown,0
1032634,male,male,100
1033470,male,unknown,51
1038418,male,male,100
1039625,male,male,100
1044146,male,male,100
1033264,male,male,100
1027298,male,male,100
1034047,male,unknown,0
1037057,male,male,100
1037337,male,male,100
1045887,male,unknown,0
1035606,male,unknown,0
1042190,male,male,100
1045303,male,male,100
1049132,female,unknown,0
1047035,male,unknown,0
1039534,male,male,100
1031041,female,female,100
1031897,male,male,100
1028927,male,male,100
1029815,male,male,100
1049919,male,unknown,0
1049458,male,unknown,59
1038999,male,unknown,62
1043427,male,male,98
1026932,male,male,96
1039899,male,male,99
1048147,male,male,100
1041576,male,male,100
1033595,male,male,100
1044535,male,male,100
1033545,male,male,96
1043676,male,male,100
1027933,male,male,100
1048834,male,male,100
1043813,male,male,100
1025015,male,male,100
1032164,male,male,99
1032942,male,male,95
1034473,male,male,99
1034210,male,unknown,0
1043260,male,male,100
1046353,male,male,100
1029026,male,male,100
1029841,male,male,100
1026256,male,male,100
1027980,male,female,100
1046735,male,male,97
1047101,male,unknown,78
1036177,male,male,99
1032517,male,male,100
1034293,male,unknown,0
1025969,female,female,100
1039383,male,male,100
1043227,male,male,100
1030552,male,male,100
1039314,male,male,100
1047937,male,male,100
1038319,female,female,100
1025012,male,male,100
1043612,male,male,100
1047177,male,male,100
1029538,male,male,100
1043245,male,male,100
1047531,male,male,100
1026883,male,male,100
1029600,male,male,100
1027623,male,male,100
1039999,male,unknown,62
1049806,male,unknown,0
1046295,male,male,100
1033861,female,female,100
1037444,male,male,100
1028872,male,male,100
1045613,male,male,100
1026844,male,male,100
1042000,male,male,100
1042247,male,male,93
1049145,male,unknown,0
1037993,male,male,100
1027738,female,female,100
1029741,male,unknown,0
1039989,male,male,98
1045074,male,unknown,0
1030028,male,male,100
1032244,male,male,99
1028727,male,unknown,0
1030011,male,male,100
1030426,male,male,100
1038790,male,unknown,0
1044392,male,male,100
1036158,male,male,99
1038173,male,male,100
1043672,male,male,100
1039004,male,male,100
1025520,male,male,100
1044136,male,male,100
1032987,male,female,90
1042662,male,unknown,0
1045281,male,male,84
1030046,male,male,100
1039800,male,male,100
1046272,male,male,100
1048330,male,unknown,0
1049704,male,male,98
1049506,male,male,100
1030554,male,male,100
1031062,male,male,90
1033543,male,male,96
1034185,male,unknown,0
1038095,male,unknown,75
1038328,female,female,100
1048240,male,unknown,0
1038699,male,unknown,0
1026727,male,male,98
1027513,male,unknown,0
1037840,female,unknown,0
1033420,male,male,100
1043202,male,male,100
1030813,male,male,100
1043032,male,unknown,0
1045311,male,male,100
1036254,male,male,100
1035157,male,male,100
1039045,male,male,100
1043425,male,male,98
1036967,male,male,100
1045928,female,female,100
1036959,male,male,100
1025667,male,male,100
1030876,male,male,100
1032618,male,male,100
1032980,male,unknown,61
1025626,male,unknown,79
1028348,male,male,100
1037664,male,male,99
1029515,male,male,100
1040107,male,male,100
1036898,male,unknown,0
1048789,male,male,100
1045124,male,male,97
1025504,male,male,99
1027189,male,male,100
1027236,male,male,100
1041566,male,male,99
1026661,female,unknown,0
1034106,male,unknown,0
1026668,male,unknown,0
1028442,female,female,100
1028102,male,male,93
1038259,male,unknown,69
1047694,male,male,90
1038958,male,male,100
1045468,male,male,100
1048170,male,male,100
1037507,male,male,100
1026587,male,unknown,0
1025018,male,male,100
1031760,male,unknown,0
1031775,male,unknown,0
1033360,male,male,100
1036854,male,unknown,0
1031919,male,male,100
1040419,male,male,96
1031933,male,male,100
1047239,male,male,100
1029999,male,male,100
1038675,male,unknown,0
1032169,male,male,99
1047171,male,male,99
1029497,male,male,100
1047472,male,male,100
1038026,male,male,100
1048215,male,unknown,0
1048244,male,unknown,0
1043071,male,unknown,0
1024779,male,male,100
1043063,male,unknown,0
1043286,male,male,99
1026835,male,male,100
1042103,male,male,100
1039337,male,male,100
1030277,male,unknown,0
1032360,male,male,100
1040380,male,male,100
1027892,male,male,100
1034426,male,unknown,0
1040802,male,male,98
1044334,male,male,100
1026000,female,female,100
1029512,male,male,100
1030932,female,female,99
1046311,male,male,100
1048356,male,male,98
1030506,male,male,100
1033184,male,male,99
1035211,male,male,100
1029772,male,unknown,0
1038997,male,unknown,0
1045994,female,female,100
1024824,male,male,100
1024924,male,male,100
1028100,male,male,93
1046725,male,unknown,0
1025083,male,male,99
1029916,male,male,100
1031012,male,male,98
1036239,male,male,100
1048628,male,male,99
1025084,male,male,99
1031000,female,female,100
1040947,male,unknown,0
1039423,male,male,100
1047776,male,male,100
1049660,male,unknown,0
1028259,male,male,99
1040542,male,male,100
1046389,male,male,100
1030549,male,unknown,0
1031662,male,male,86
1036951,male,male,95
1043100,female,female,100
1042825,male,unknown,0
1045652,male,male,91
1046119,male,male,100
1025245,female,female,100
1034069,male,unknown,0
1030617,male,male,93
1036446,male,male,99
1036517,male,male,98
1045118,male,male,100
1025949,female,female,99
1029907,male,male,100
1033791,male,male,81
1037086,male,male,100
1039439,male,male,100
1040744,female,female,84
1041503,male,male,100
1043198,male,male,100
1036788,male,male,100
1032676,male,male,100
1039043,male,male,100
1028826,male,unknown,0
1036620,female,female,100
1037080,male,male,100
1043317,male,unknown,50
1045331,male,male,100
1047537,male,male,100
1037194,male,female,88
1048017,male,male,100
1033967,male,male,100
1041882,male,male,100
1040594,male,unknown,67
1028770,male,unknown,0
1032889,male,unknown,0
1037877,male,male,100
1047726,male,unknown,0
1041572,male,unknown,0
1027301,male,male,100
1030459,male,male,100
1044699,male,male,100
1033921,male,male,100
1031738,male,unknown,0
1027888,male,male,100
1032527,male,male,100
1034046,male,unknown,0
1042043,male,male,100
1034655,male,male,99
1029705,male,male,99
1030324,male,unknown,0
1031616,male,male,98
1035762,male,male,99
1042983,male,unknown,0
1032541,male,male,100
1029407,male,male,100
1048162,male,unknown,0
1031656,female,female,100
1041351,male,male,100
1034688,male,male,99
1044410,male,male,100
1044460,male,unknown,59
1041703,male,unknown,0
1045404,male,male,100
1028020,female,female,100
1043331,male,male,100
1044584,male,male,100
1045224,male,male,100
1048648,male,male,100
1025846,male,male,99
1034645,male,male,99
1036468,male,male,99
1037879,male,male,100
1030543,male,male,100
1048666,male,male,100
1046240,male,male,97
1036478,male,male,99
1036995,male,unknown,78
1048049,male,male,98
1041721,male,unknown,0
1049166,male,unknown,0
1031604,male,male,98
1037408,male,male,100
1043124,male,male,100
1045032,male,unknown,0
1038711,male,unknown,0
1046546,male,male,100
1046658,male,male,99
1039504,male,unknown,0
1025577,male,male,100
1033277,male,male,100
1038681,male,unknown,0
1039507,male,male,99
1044131,male,male,100
1030720,male,male,99
1036600,male,male,99
1038679,male,unknown,0
1045100,male,male,100
1045173,male,male,99
1049744,male,unknown,0
1026213,male,unknown,0
1038860,male,unknown,0
1041898,male,male,99
1042665,male,unknown,0
1042729,male,male,98
1034715,male,male,99
1026325,male,male,100
1035016,male,male,100
1035718,male,male,99
1045612,female,unknown,56
1046524,male,male,100
1046543,male,unknown,0
1047858,male,unknown,0
1049467,male,unknown,0
1031570,male,male,99
1035148,male,male,100
1038359,female,unknown,0
1040456,male,unknown,70
1046631,male,male,100
1027216,male,male,100
1032008,male,male,100
1045998,male,male,94
1024563,male,unknown,0
1031274,male,male,100
1049397,male,unknown,0
1031336,female,female,100
1041599,male,unknown,0
1049931,female,female,98
1026460,male,unknown,77
1046041,male,unknown,0
1032707,male,unknown,0
1047972,female,female,100
1040014,male,unknown,67
1046850,male,unknown,0
1035875,male,male,99
1028781,male,unknown,0
1030957,male,male,99
1040777,male,male,100
1031510,male,male,100
1048349,male,unknown,0
1028487,male,male,100
1036952,male,unknown,79
1043852,male,male,100
1027523,male,unknown,0
1024567,male,unknown,0
1026299,male,male,98
1042091,male,male,100
1031122,male,unknown,0
1038840,male,unknown,0
1030009,male,male,100
1043828,male,male,100
1029454,male,male,100
1048787,male,male,100
1042847,male,unknown,0
1034477,male,male,99
1027290,male,male,100
1026175,male,male,86
1043804,male,male,100
1024751,male,male,99
1046844,male,unknown,0
1048483,male,male,100
1034429,male,unknown,0
1029081,male,male,95
1039709,male,unknown,0
1043712,male,male,100
1035862,male,male,99
1039955,male,male,94
1039566,male,male,100
1045881,male,unknown,0
1032993,male,unknown,79
1038976,male,male,100
1044675,male,male,100
1042492,male,male,100
1044217,male,male,100
1037152,female,female,100
1038376,male,unknown,0
1043870,male,male,100
1029754,male,male,100
1027885,male,male,100
1040796,male,male,98
1025730,male,male,100
1036385,male,male,99
1038096,male,unknown,75
1039098,male,male,100
1026344,male,male,100
1040451,male,unknown,70
1040787,male,male,98
1040952,male,unknown,0
1042146,male,male,100
1042164,male,male,100
1043549,female,female,100
1049880,male,unknown,0
1035926,male,male,99
1035508,male,unknown,69
1036216,male,male,100
1038060,male,male,100
1045306,male,male,100
1049699,male,male,98
1025646,male,male,100
1029877,male,male,100
1039093,male,male,100
1040304,male,male,100
1042323,male,male,100
1044426,male,male,100
1048675,male,male,100
1026155,female,female,100
1038865,male,unknown,0
1044937,male,unknown,0
1027284,male,male,100
1025490,male,male,99
1035689,male,male,99
1040081,male,male,100
1045304,male,male,100
1025917,male,unknown,0
1033768,male,male,100
1026079,male,male,100
1026748,male,male,99
1032220,male,unknown,54
1036540,male,male,98
1026993,male,male,100
1035057,male,male,90
1038944,male,male,99
1036966,female,unknown,0
1031116,male,unknown,0
1043454,male,male,98
1049514,male,male,91
1024975,male,male,100
1028110,male,male,93
1033777,male,unknown,0
1042355,male,male,100
1049545,male,unknown,50
1026040,male,male,100
1029302,male,male,100
1031344,male,male,100
1045268,female,female,91
1045400,male,male,100
1046207,male,male,100
1048095,male,male,100
1049551,male,unknown,0
1024459,male,unknown,0
1029709,male,male,99
1033637,male,male,100
1038389,female,female,100
1048198,male,male,100
1049535,male,unknown,0
1026364,male,male,100
1028913,male,male,98
1039156,male,male,100
1025542,female,female,99
1037043,male,male,100
1038490,male,male,100
1024948,male,male,100
1026406,female,female,98
1041013,male,unknown,0
1045509,male,male,100
1029191,male,male,100
1028396,male,unknown,0
1033338,male,male,100
1025290,male,male,100
1031747,male,unknown,0
1030520,male,male,100
1034752,male,male,99
1034686,male,male,99
1042882,male,unknown,0
1046791,male,unknown,0
1043775,male,male,100
1036871,male,unknown,0
1044748,male,male,100
1039508,male,male,99
1028507,male,male,99
1029726,male,male,99
1043041,male,unknown,0
1044162,male,male,100
1033155,male,male,99
1044532,male,male,100
1042064,male,male,100
1045728,male,female,90
1046243,female,female,100
1034660,male,male,99
1034890,male,unknown,60
1044113,male,male,100
1047146,male,male,96
1034705,male,male,99
1042277,male,male,100
1042998,male,unknown,0
1043861,male,male,100
1044927,male,unknown,0
1048436,male,male,100
1026456,male,unknown,0
1035209,male,male,100
1042344,male,male,100
1043369,male,male,99
1025426,male,male,100
1030051,male,male,100
1043045,male,unknown,0
1047628,male,unknown,0
1046823,male,unknown,0
1027379,male,unknown,0
1028785,male,unknown,0
1045373,male,male,100
1049180,male,unknown,0
1037306,male,male,100
1043694,male,male,100
1042650,male,unknown,50
1033078,male,unknown,0
1034368,male,unknown,0
1044095,male,male,100
1045825,male,male,100
1034424,male,unknown,0
1026193,male,unknown,0
1029189,male,male,100
1040175,male,male,100
1042266,male,male,99
1029348,male,male,100
1031251,female,female,100
1042233,male,male,100
1047103,male,unknown,78
1027923,male,male,100
1026822,male,male,100
1035910,male,male,99
1040050,male,male,100
1044858,female,female,100
1031687,male,unknown,0
1034756,male,male,99
1034887,male,unknown,60
1035702,male,male,99
1036145,male,male,99
1044547,male,male,100
1045919,male,unknown,76
1025833,male,male,100
1028807,male,unknown,0
1044051,male,male,100
1036656,female,female,99
1042973,male,unknown,0
1044231,male,male,100
1045802,male,male,88
1035521,male,male,100
1036169,male,male,99
1037616,male,unknown,0
1040412,male,unknown,75
1042365,male,male,100
1024896,male,male,100
1024956,male,male,100
1036703,male,male,100
1046127,male,male,100
1045453,male,male,100
1024884,male,male,99
1029207,male,male,100
1030138,male,male,100
1035927,male,male,99
1039879,male,male,100
1042550,male,male,99
1044989,male,unknown,0
1043146,male,male,100
1049549,male,female,100
1035472,male,unknown,50
1038448,female,female,100
1041254,male,male,100
1048135,male,male,100
1049159,male,unknown,71
1024961,male,male,100
1032197,male,male,99
1033011,male,unknown,0
1034900,male,unknown,60
1045305,male,male,100
1046092,male,male,100
1046647,male,male,100
1046876,male,unknown,0
1026199,male,male,100
1024916,male,male,99
1025901,male,unknown,80
1029453,male,male,100
1030438,male,male,100
1031576,male,male,99
1032299,male,male,100
1047032,male,unknown,63
1047857,male,unknown,0
1034500,male,male,100
1035688,male,male,99
1035809,male,male,99
1038308,male,female,92
1041202,male,male,100
1044215,male,male,100
1024490,male,unknown,0
1040693,male,male,100
1036697,female,female,100
1043035,male,unknown,0
1025914,female,female,100
1033290,male,male,100
1043581,male,male,99
1049288,male,male,83
1028542,male,male,100
1028730,male,unknown,0
1035452,male,unknown,73
1043333,male,male,98
1026327,male,male,100
1026712,male,male,93
1037564,male,male,99
1041285,male,unknown,0
1042845,female,unknown,0
1043326,male,male,100
1046614,male,male,84
1048042,male,unknown,0
1046195,male,male,100
1049652,male,unknown,0
1027004,male,male,89
1030768,male,male,100
1043411,male,male,100
1045982,male,male,99
1046131,male,male,100
1046632,male,male,100
1033055,male,male,93
1037885,male,unknown,67
1045574,male,male,99
1048421,male,unknown,0
1027144,male,male,100
1028987,male,male,100
1042353,male,male,100
1045164,male,unknown,76
1048156,male,male,100
1033655,male,unknown,0
1041525,male,male,99
1047513,male,male,100
1049865,male,unknown,0
1048946,male,male,100
1038205,male,female,88
1033353,male,male,100
1034805,male,male,99
1043805,male,male,100
1048331,male,unknown,0
1029192,male,male,100
1032820,male,unknown,0
1037794,male,unknown,0
1039866,male,male,98
1040854,male,male,96
1043569,male,unknown,0
1030167,male,male,100
1044295,male,male,100
1032114,male,male,99
1034252,male,unknown,0
1035817,male,male,99
1030433,male,male,100
1028665,male,unknown,0
1039584,male,male,100
1044985,male,unknown,0
1032852,male,unknown,0
1044523,male,male,100
1042964,male,unknown,0
1032812,male,unknown,0
1040764,male,male,100
1029197,male,male,100
1033678,male,unknown,0
1025427,male,male,100
1026763,male,male,100
1026762,male,male,100
1033717,male,unknown,0
1046859,male,unknown,0
1030251,male,unknown,0
1034448,male,male,99
1043910,male,male,100
1030169,male,male,100
1034690,male,male,99
1026292,male,male,98
1027941,male,male,100
1032628,male,male,100
1044037,male,male,100
1032722,male,unknown,78
1033384,male,male,100
1036469,male,male,99
1049217,male,male,98
1029510,male,male,100
1043753,male,male,100
1044685,male,male,100
1027321,male,male,100
1028210,female,female,100
1028342,male,male,100
1031581,male,male,99
1042301,male,male,100
1045568,male,male,100
1030674,male,male,99
1032188,male,male,99
1034194,male,unknown,0
1034286,male,unknown,0
1040803,male,male,98
1027234,male,male,100
1036485,male,male,99
1029983,male,male,100
1035400,male,male,92
1028409,male,male,96
1036968,male,male,89
1037132,female,female,100
1040751,male,male,100
1042974,male,unknown,0
1043193,male,male,100
1043749,male,male,100
1044138,male,male,100
1048923,male,male,100
1032640,male,male,100
1042348,male,male,100
1043408,male,male,100
1049907,female,unknown,0
1031828,male,unknown,0
1032282,female,female,100
1040438,male,male,96
1027374,male,male,94
1038044,male,male,100
1044259,male,male,100
1044319,male,male,100
1047174,male,male,100
1033910,male,male,100
1037138,female,female,100
1040794,male,male,98
1024971,male,male,100
1034733,male,male,99
1040446,male,male,96
1041850,male,male,100
1029836,male,male,100
1037131,female,female,100
1037506,male,unknown,0
1046769,male,male,100
1047170,male,unknown,0
1030107,female,female,99
1035454,male,unknown,0
1043229,male,male,100
1026420,male,male,100
1028526,female,female,99
1029023,male,male,100
1031856,male,male,99
1034012,male,unknown,0
1036378,male,male,99
1041819,female,female,100
1045668,male,male,100
1026545,male,unknown,0
1032598,male,male,100
1037004,female,female,100
1046097,male,male,100
1024674,male,unknown,0
1029987,male,male,100
1029995,male,male,100
1038011,female,female,94
1046205,male,male,100
1047719,female,female,100
1025001,male,male,100
1032158,male,male,99
1033497,male,male,100
1047966,male,male,100
1026868,male,male,100
1029469,male,male,100
1032395,male,male,100
1039528,female,female,99
1039618,male,male,100
1042513,male,male,100
1028881,male,male,98
1029860,female,female,100
1039271,female,female,99
1041573,male,unknown,0
1032466,male,male,98
1034909,male,unknown,60
1037011,female,female,100
1047837,male,unknown,0
1048487,female,female,100
1026910,male,male,100
1029931,female,female,99
1035357,male,male,100
1040188,male,male,100
1041031,male,unknown,52
1045234,male,male,89
1045309,male,male,100
1029298,male,male,100
1031926,male,male,100
1034443,male,male,99
1035734,male,male,100
1037195,male,unknown,0
1041258,male,male,100
1046746,male,male,100
1025533,female,female,99
1025570,male,unknown,0
1026646,male,male,100
1032069,male,male,100
1032647,female,female,100
1039619,male,male,100
1040368,male,male,100
1042290,male,male,100
1044359,male,male,100
1049399,male,unknown,0
1032418,male,male,100
1035513,female,unknown,69
1042505,male,male,100
1042778,male,male,100
1045868,female,unknown,0
1049009,male,unknown,0
1032012,male,male,100
1034990,male,unknown,0
1037952,female,female,100
1045183,male,male,99
1034296,male,unknown,0
1038160,male,male,99
1047075,male,male,100
1049256,male,unknown,0
1024811,male,male,100
1025909,female,female,100
1026134,male,male,98
1026927,male,male,96
1032225,male,male,99
1033660,male,unknown,0
1036997,male,male,93
1037301,male,male,100
1038656,male,unknown,0
1040531,male,male,100
1045286,male,unknown,0
1049669,male,unknown,52
1024828,male,male,100
1029176,male,male,100
1037305,male,male,100
1042477,male,unknown,0
1047596,male,male,100
1049873,male,male,100
1045365,male,male,100
1025508,male,male,100
1030906,male,male,100
1039776,male,male,100
1042739,female,unknown,0
1033799,male,male,98
1043150,male,male,100
1044442,male,male,100
1035917,male,male,99
1039311,male,male,100
1032973,male,male,98
1035884,male,male,99
1030041,male,male,100
1030455,male,male,100
1027861,male,male,100
1033147,male,male,99
1048286,male,unknown,0
1033095,male,male,100
1027556,male,unknown,0
1040926,male,unknown,0
1026062,male,male,100
1039576,male,male,100
1024520,male,unknown,0
1027669,male,male,100
1034034,male,unknown,0
1034215,male,unknown,0
1033259,male,male,92
1043899,male,male,100
1043697,male,male,100
1037308,male,male,100
1048317,male,unknown,0
1024586,male,unknown,0
1030516,male,male,100
1038170,male,male,100
1041437,male,male,100
1046547,male,male,100
1024618,male,unknown,0
1042416,male,male,100
1028722,male,unknown,0
1044152,male,male,100
1047047,male,unknown,50
1048793,male,male,100
1033322,male,male,100
1041287,male,male,100
1044397,male,male,100
1025380,male,male,99
1030059,male,male,100
1034681,male,male,99
1035819,male,male,99
1036245,male,male,100
1040823,male,male,100
1044011,male,male,100
1045280,male,male,84
1048910,male,unknown,0
1046800,male,unknown,0
1027826,male,male,100
1027549,male,unknown,0
1035100,male,male,98
1037858,male,unknown,0
1037916,male,male,100
1046162,male,male,96
1047823,male,unknown,0
1025034,male,male,100
1029461,male,male,100
1033276,male,male,100
1034516,male,male,99
1037554,male,male,98
1041734,male,unknown,0
1044379,male,male,100
1045831,male,male,100
1027514,unknown,unknown,0
1033302,male,male,100
1034680,male,male,99
1043029,male,unknown,0
1029713,male,male,99
1030427,male,male,100
1035983,male,male,99
1038477,male,male,99
1029924,male,unknown,0
1034509,male,male,100
1039020,male,male,100
1042023,male,male,100
1046242,male,male,99
1046447,male,male,100
1048853,male,male,100
1027351,male,male,100
1030607,male,unknown,52
1036445,male,male,99
1030154,male,male,100
1035379,male,male,100
1036564,female,female,97
1039105,male,male,96
1042669,male,male,100
1044539,male,male,100
1029493,male,male,100
1032099,male,male,99
1034232,male,unknown,0
1041270,male,male,100
1042681,male,male,100
1044224,male,male,100
1045387,male,male,100
1026725,male,male,98
1030912,male,male,99
1038545,male,male,100
1043655,male,male,100
1043766,male,male,100
1024589,male,unknown,0
1036957,male,male,100
1039076,male,male,100
1044364,male,male,100
1046751,male,male,100
1024778,male,male,100
1034764,male,male,99
1036954,male,male,100
1042676,male,male,83
1044596,male,male,100
1032303,male,male,100
1033811,male,male,99
1040273,male,male,100
1043729,male,male,100
1047567,male,male,100
1048446,male,male,100
1024733,male,unknown,77
1030845,male,male,100
1031446,male,male,100
1032038,male,male,83
1034027,male,unknown,0
1042409,male,male,100
1048875,male,male,100
1028575,male,male,100
