Publication_Node_ID,Year
5000250,2016
5000251,2016
5000252,2016
5000253,2016
5000254,2016
5000255,2016
5000256,2016
5000257,2016
5000258,2016
5000259,2016
5000260,2016
5000265,1989
5000266,1989
5000267,1989
5000268,1989
5000269,1989
5000270,1989
5000271,1989
5000272,1989
5000273,1989
5000274,1989
5000275,1989
5000276,1989
5000277,1989
5000278,1989
5000279,1989
5000280,1989
5000281,1989
5000282,1989
5000283,1989
5000284,1989
5000285,1989
5000286,1989
5000287,1998
5000288,1998
5000289,1998
5000290,1998
5000291,1998
5000292,1998
5000293,1998
5000294,1998
5000295,1998
5000296,1998
5000297,1998
5000298,1998
5000299,1998
5000300,1998
5000301,1998
5000302,1998
5000303,1998
5000304,1998
5000305,1998
5000306,1998
5000307,1998
5000308,1998
5000309,1998
5000310,1998
5000311,1998
5000312,1998
5000313,1998
5000314,1998
5000315,1998
5000316,1998
5000317,1998
5000318,1998
5000319,1998
5000320,1998
5000321,1998
5000322,1998
5000323,2004
5000324,2004
5000325,2004
5000326,2004
5000327,2004
5000328,2004
5000329,2004
5000330,2004
5000331,2004
5000332,2004
5000333,2004
5000334,2004
5000335,2004
5000336,2004
5000337,2004
5000338,2004
5000339,2004
5000340,2004
5000341,2005
5000342,2005
5000343,2004
5000344,2004
5000345,2005
5000346,2005
5000347,2004
5000348,2005
5000349,2005
5000350,2004
5000351,2005
5000352,2005
5000353,2005
5000354,2005
5000355,2005
5000356,2005
5000357,2005
5000358,2005
5000359,2005
5000360,2005
5000361,2005
5000362,2005
5000363,2005
5000364,2005
5000365,2005
5000366,2005
5000367,2005
5000368,2004
5000369,2004
5000370,2005
5000371,2004
5000372,2005
5000373,2005
5000374,2005
5000375,2005
5000376,2006
5000377,2006
5000378,2005
5000379,2006
5000380,2005
5000381,2005
5000382,2004
5000383,2004
5000384,2004
5000385,2004
5000386,2004
5000387,2006
5000388,2004
5000389,2006
5000390,2004
5000391,2004
5000392,2006
5000393,2004
5000394,2004
5000395,2004
5000396,2006
5000397,2004
5000398,2004
5000399,2004
5000400,2006
5000401,2005
5000402,2006
5000403,2006
5000404,2006
5000405,2006
5000406,2006
5000407,2006
5000408,2006
5000409,2006
5000410,2006
5000411,2006
5000412,2006
5000413,2006
5000414,2005
5000415,2006
5000416,2006
5000417,2006
5000418,2006
5000419,2006
5000420,2006
5000421,2006
5000422,2006
5000423,2006
5000424,2006
5000425,2007
5000426,2006
5000427,2006
5000428,2007
5000429,2005
5000430,2006
5000431,2006
5000432,2006
5000433,2005
5000434,2007
5000435,2006
5000436,2006
5000437,2007
5000438,2007
5000439,2007
5000440,2007
5000441,2007
5000442,2006
5000443,2007
5000444,2007
5000445,2007
5000446,2006
5000447,2007
5000448,2007
5000449,2007
5000450,2007
5000451,2007
5000452,2007
5000453,2007
5000454,2007
5000455,2007
5000456,2007
5000457,2006
5000458,2007
5000459,2007
5000460,2007
5000461,2007
5000462,2007
5000463,2007
5000464,2007
5000465,2007
5000466,2007
5000467,2007
5000468,2007
5000469,2007
5000470,2007
5000471,2007
5000472,2007
5000473,2007
5000474,2007
5000475,2007
5000476,2007
5000477,2007
5000478,2007
5000479,2007
5000480,2007
5000481,2007
5000482,2007
5000483,2007
5000484,2007
5000485,2007
5000486,2007
5000487,2007
5000488,2007
5000489,2007
5000490,2007
5000491,2007
5000492,2008
5000493,2008
5000494,2007
5000495,2008
5000496,2008
5000497,2008
5000498,2007
5000499,2008
5000500,2008
5000501,2008
5000502,2008
5000503,2008
5000504,2008
5000505,2008
5000506,2008
5000507,2008
5000508,2008
5000509,2008
5000510,2008
5000511,2008
5000512,2008
5000513,2008
5000514,2008
5000515,2008
5000516,2008
5000517,2008
5000518,2008
5000519,2008
5000520,2008
5000521,2008
5000522,2008
5000523,2008
5000524,2008
5000525,2008
5000526,2008
5000527,2008
5000528,2008
5000529,2008
5000530,2008
5000531,2008
5000532,2008
5000533,2008
5000534,2008
5000535,2008
5000536,2008
5000537,2008
5000538,2008
5000539,2008
5000540,2008
5000541,2008
5000542,2008
5000543,2008
5000544,2008
5000545,2008
5000546,2009
5000547,2009
5000548,2009
5000549,2008
5000550,2009
5000551,2009
5000552,2009
5000553,2009
5000554,2009
5000555,2009
5000556,2009
5000557,2009
5000558,2009
5000559,2009
5000560,2009
5000561,2009
5000562,2009
5000563,2009
5000564,2009
5000565,2009
5000566,2009
5000567,2009
5000568,2009
5000569,2009
5000570,2009
5000571,2009
5000572,2009
5000573,2009
5000574,2009
5000575,2009
5000576,2009
5000577,2009
5000578,2009
5000579,2009
5000580,2009
5000581,2009
5000582,2009
5000583,2009
5000584,2009
5000585,2009
5000586,2010
5000587,2010
5000588,2010
5000589,2010
5000590,2010
5000591,2010
5000592,2010
5000593,2009
5000594,2009
5000595,2010
5000596,2010
5000597,2010
5000598,2010
5000599,2009
5000600,2010
5000601,2010
5000602,2009
5000603,2010
5000604,2010
5000605,2010
5000606,2010
5000607,2009
5000608,2009
5000609,2010
5000610,2010
5000611,2010
5000612,2010
5000613,2010
5000614,2009
5000615,2010
5000616,2010
5000617,2010
5000618,2010
5000619,2010
5000620,2010
5000621,2010
5000622,2010
5000623,2010
5000624,2010
5000625,2010
5000626,2010
5000627,2010
5000628,2010
5000629,2010
5000630,2010
5000631,2010
5000632,2010
5000633,2010
5000634,2010
5000635,2010
5000636,2010
5000637,2010
5000638,2010
5000639,2011
5000640,1999
5000641,1999
5000642,1999
5000643,1999
5000644,1999
5000645,1999
5000646,1999
5000647,1999
5000648,1999
5000649,1999
5000650,1999
5000651,1999
5000652,1999
5000653,1999
5000654,1999
5000655,1999
5000656,1999
5000657,1999
5000658,1999
5000659,1999
5000660,1999
5000661,1999
5000662,1999
5000663,1999
5000664,1999
5000665,1999
5000666,1999
5000667,1999
5000668,1999
5000669,1999
5000670,1999
5000671,1999
5000672,1999
5000673,1999
5000674,1999
5000675,2010
5000676,2010
5000677,2011
5000678,2011
5000679,2011
5000680,2011
5000681,2011
5000682,2011
5000683,2010
5000684,2011
5000685,2011
5000686,2011
5000687,2011
5000688,2011
5000689,2011
5000690,2011
5000691,2011
5000692,2011
5000693,2011
5000694,2011
5000695,2011
5000696,2011
5000697,2011
5000698,2011
5000699,2011
5000700,2011
5000701,2011
5000702,2011
5000703,2011
5000704,2011
5000705,2011
5000706,2011
5000707,2011
5000708,2011
5000709,2011
5000710,2011
5000711,2011
5000712,2012
5000713,2011
5000714,2011
5000715,2011
5000716,2011
5000717,2011
5000718,2011
5000719,2011
5000720,2011
5000721,2011
5000722,2011
5000723,2012
5000724,2012
5000725,2012
5000726,2012
5000727,2012
5000728,2011
5000729,2012
5000730,2012
5000731,2012
5000732,2012
5000733,2012
5000734,2012
5000735,2012
5000736,2012
5000737,2012
5000738,2012
5000739,2012
5000740,2012
5000741,2012
5000742,2012
5000743,2012
5000744,2012
5000745,2012
5000746,2012
5000747,2012
5000748,2012
5000749,2012
5000750,2012
5000751,2012
5000752,2012
5000753,2012
5000754,2012
5000755,2012
5000756,2012
5000757,2012
5000758,2012
5000759,2012
5000760,2012
5000761,2012
5000762,2013
5000763,2012
5000764,2012
5000765,2012
5000766,2012
5000767,2012
5000768,2013
5000769,2012
5000770,2012
5000771,2013
5000772,2013
5000773,2013
5000774,2013
5000775,2013
5000776,2013
5000777,2013
5000778,2013
5000779,2013
5000780,2013
5000781,2013
5000782,2013
5000783,2013
5000784,2013
5000785,2013
5000786,2013
5000787,2013
5000788,2013
5000789,2013
5000790,2013
5000791,2013
5000792,2013
5000793,2013
5000794,2013
5000795,2013
5000796,2013
5000797,2013
5000798,2013
5000799,2013
5000800,2013
5000801,2013
5000802,2013
5000803,2013
5000804,2013
5000805,2013
5000806,2013
5000807,2013
5000808,2013
5000809,2013
5000810,2013
5000811,2013
5000812,2013
5000813,2013
5000814,2013
5000815,2013
5000816,2013
5000817,2013
5000818,2013
5000819,2013
5000820,2013
5000821,2013
5000822,2013
5000823,2013
5000824,2013
5000825,2013
5000826,2014
5000827,2014
5000828,2013
5000829,2014
5000830,2014
5000831,2014
5000832,2000
5000833,2000
5000834,2000
5000835,2000
5000836,2000
5000837,2000
5000838,2000
5000839,2000
5000840,2000
5000841,2000
5000842,2000
5000843,2000
5000844,2000
5000845,2000
5000846,2000
5000847,2000
5000848,2000
5000849,2000
5000850,2000
5000851,2000
5000852,2000
5000853,2000
5000854,2000
5000855,2000
5000856,2001
5000857,2001
5000858,2001
5000859,2001
5000860,2001
5000861,2001
5000862,2001
5000863,2001
5000864,2001
5000865,2001
5000866,2001
5000867,2001
5000868,2001
5000869,2001
5000870,2001
5000871,2001
5000872,2001
5000873,2001
5000874,2001
5000875,2001
5000876,2001
5000877,2001
5000878,2001
5000879,2001
5000880,2001
5000881,2001
5000882,2002
5000883,2002
5000884,2002
5000885,2002
5000886,2002
5000887,2002
5000888,2002
5000889,2002
5000890,2002
5000891,2002
5000892,2002
5000893,2002
5000894,2002
5000895,2002
5000896,2002
5000897,2002
5000898,2002
5000899,2002
5000900,2002
5000901,2002
5000902,2002
5000903,2002
5000904,2002
5000905,2002
5000906,2002
5000907,2003
5000908,2003
5000909,2003
5000910,2003
5000911,2003
5000912,2003
5000913,2003
5000914,2003
5000915,2003
5000916,2003
5000917,2003
5000918,2003
5000919,2003
5000920,2003
5000921,2003
5000922,2003
5000923,2003
5000924,2003
5000925,2003
5000926,2003
5000927,2003
5000928,2003
5000929,2003
5000930,2003
5000931,2004
5000932,1990
5000933,1990
5000934,1990
5000935,1990
5000936,1990
5000937,1990
5000938,1990
5000939,1990
5000940,1990
5000941,1990
5000942,1990
5000943,1990
5000944,1990
5000945,1990
5000946,1990
5000947,1990
5000948,1990
5000949,1990
5000950,1990
5000951,1990
5000952,1990
5000953,1990
5000954,1990
5000955,1990
5000956,1990
5000957,1990
5000958,1990
5000959,1990
5000960,1990
5000961,2014
5000962,2014
5000963,2014
5000964,2014
5000965,2014
5000966,2014
5000967,2014
5000968,2014
5000969,2014
5000970,2014
5000971,2014
5000972,2014
5000973,2014
5000974,2014
5000975,2014
5000976,2014
5000977,2014
5000978,2014
5000979,2014
5000980,2014
5000981,2014
5000982,2014
5000983,2014
5000984,2014
5000985,2014
5000986,2014
5000987,2014
5000988,2014
5000989,2014
5000990,2014
5000991,2014
5000992,2014
5000993,2014
5000994,2014
5000995,2014
5000996,2014
5000997,2014
5000998,2014
5000999,2014
5001000,2014
5001001,2014
5001002,2014
5001003,2014
5001004,2014
5001005,2014
5001006,2014
5001007,2014
5001008,2014
5001009,2014
5001010,2014
5001011,2014
5001012,2014
5001013,2014
5001014,2014
5001015,2014
5001016,2015
5001017,2015
5001018,2015
5001019,2015
5001020,2015
5001021,2015
5001022,2015
5001023,2015
5001024,2015
5001025,2015
5001026,2015
5001027,2015
5001028,2015
5001029,2015
5001030,2015
5001031,2015
5001032,2015
5001033,2015
5001034,2015
5001035,2015
5001036,2015
5001037,2015
5001038,2015
5001039,2015
5001040,2015
5001041,2015
5001042,2015
5001043,2015
5001044,2015
5001045,2015
5001046,2015
5001047,2015
5001048,2015
5001049,2015
5001050,2015
5001051,2015
5001052,2015
5001053,2015
5001054,2015
5001055,2015
5001056,2016
5001057,2015
5001058,2015
5001059,2015
5001060,2015
5001061,2015
5001062,2015
5001063,2015
5001064,2015
5001065,2015
5001066,2015
5001067,2015
5001068,2016
5001069,2016
5001070,2016
5001071,2016
5001072,2016
5001073,2016
5001074,2016
5001075,2016
5001076,2016
5001077,2016
5001078,2016
5001079,2016
5001080,2016
5001081,2016
5001082,2016
5001083,2016
5001084,2016
5001085,2016
5001086,2016
5001087,2016
5001088,2016
5001089,2016
5001090,2016
5001091,2016
5001092,2016
5001093,2016
5001094,2016
5001095,2016
5001096,2016
5001097,2016
5001098,2016
5001099,2016
5001100,2016
5001101,2016
5001102,2016
5001103,2016
5001104,2016
5001105,2016
5001106,2016
5001107,2016
5001108,2016
5001110,2016
5001111,2016
5001112,2016
5001113,2016
5001114,2016
5001115,2016
5001116,2016
5001117,2016
5001118,2016
5001119,2016
5001131,1991
5001132,1991
5001133,1991
5001134,1991
5001135,1991
5001136,1991
5001137,1991
5001138,1991
5001139,1991
5001140,1991
5001141,1991
5001142,1991
5001143,1991
5001144,1991
5001145,1991
5001146,1991
5001147,1991
5001148,1991
5001149,1991
5001150,1991
5001151,1991
5001152,1991
5001153,1991
5001154,1991
5001155,1991
5001156,1991
5001157,1991
5001158,1991
5001159,1991
5001160,1991
5001161,1991
5001162,1992
5001163,1992
5001164,1992
5001165,1992
5001166,1992
5001167,1992
5001168,1992
5001169,1992
5001170,1992
5001171,1992
5001172,1992
5001173,1992
5001174,1992
5001175,1992
5001176,1992
5001177,1992
5001178,1992
5001179,1992
5001180,1992
5001181,1992
5001182,1992
5001183,1992
5001184,1992
5001185,1992
5001186,1992
5001187,1992
5001188,1992
5001189,1992
5001190,1992
5001191,1992
5001192,1992
5001193,1992
5001194,1992
5001195,1992
5001196,1992
5001197,1992
5001198,1993
5001199,1993
5001200,1993
5001201,1993
5001202,1993
5001203,1993
5001204,1993
5001205,1993
5001206,1993
5001207,1993
5001208,1993
5001209,1993
5001210,1993
5001211,1993
5001212,1993
5001213,1993
5001214,1993
5001215,1993
5001216,1993
5001217,1993
5001218,1993
5001219,1993
5001220,1993
5001221,1993
5001222,1993
5001223,1993
5001224,1993
5001225,1993
5001226,1993
5001227,1994
5001228,1994
5001229,1994
5001230,1994
5001231,1994
5001232,1994
5001233,1994
5001234,1994
5001235,1994
5001236,1994
5001237,1994
5001238,1994
5001239,1994
5001240,1994
5001241,1994
5001242,1994
5001243,1994
5001244,1994
5001245,1994
5001246,1994
5001247,1994
5001248,1994
5001249,1994
5001250,1994
5001251,1994
5001252,1994
5001253,1994
5001254,1994
5001255,1994
5001256,1994
5001257,1994
5001258,1995
5001259,1995
5001260,1995
5001261,1995
5001262,1995
5001263,1995
5001264,1995
5001265,1995
5001266,1995
5001267,1995
5001268,1995
5001269,1995
5001270,1995
5001271,1995
5001272,1995
5001273,1995
5001274,1995
5001275,1995
5001276,1995
5001277,1995
5001278,1995
5001279,1995
5001280,1995
5001281,1995
5001282,1995
5001283,1995
5001284,1995
5001285,1995
5001286,1995
5001287,1995
5001288,1995
5001289,1995
5001290,1995
5001291,1995
5001292,1995
5001293,1995
5001294,1995
5001295,1995
5001296,1995
5001297,1995
5001298,1995
5001299,1995
5001300,1996
5001301,1996
5001302,1996
5001303,1996
5001304,1996
5001305,1996
5001306,1996
5001307,1996
5001308,1996
5001309,1996
5001310,1996
5001311,1996
5001312,1996
5001313,1996
5001314,1996
5001315,1996
5001316,1996
5001317,1996
5001318,1996
5001319,1996
5001320,1996
5001321,1996
5001322,1996
5001323,1996
5001324,1996
5001325,1996
5001326,1996
5001327,1996
5001328,1996
5001329,1996
5001330,1996
5001331,1996
5001332,1996
5001333,1996
5001334,1996
5001335,1996
5001336,1997
5001337,1997
5001338,1997
5001339,1997
5001340,1997
5001341,1997
5001342,1997
5001343,1997
5001344,1997
5001345,1997
5001346,1997
5001347,1997
5001348,1997
5001349,1997
5001350,1997
5001351,1997
5001352,1997
5001353,1997
5001354,1997
5001355,1997
5001356,1997
5001357,1997
5001358,1997
5001359,1997
5001360,1997
5001361,1997
5001362,1997
5001363,1997
5001364,1997
5001365,1997
5001366,1997
5001367,1997
5001368,1997
5001369,1997
5001370,1997
5001371,2004
5001372,1970
5001373,1970
5001374,1970
5001375,1970
5001376,1970
5001377,1970
5001378,1970
5001379,1970
5001380,1971
5001381,1971
5001382,1971
5001383,1971
5001384,1971
5001385,1971
5001386,1971
5001387,1971
5001388,1971
5001389,1971
5001390,1971
5001391,1971
5001392,1971
5001393,1971
5001394,1971
5001395,1971
5001396,1971
5001397,1971
5001398,1971
5001399,1971
5001400,1971
5001401,1971
5001402,1971
5001403,1971
5001404,1980
5001405,1980
5001406,1980
5001407,1980
5001408,1980
5001409,1980
5001410,1980
5001411,1980
5001412,1980
5001413,1980
5001414,1980
5001415,1980
5001416,1980
5001417,1980
5001418,1980
5001419,1980
5001420,1980
5001421,1980
5001422,1980
5001423,1980
5001424,1980
5001425,1980
5001426,1980
5001427,1980
5001428,1980
5001429,1980
5001430,1980
5001431,1980
5001432,1980
5001433,1980
5001434,1980
5001435,1980
5001436,1980
5001437,1980
5001438,1980
5001439,1980
5001440,1980
5001441,1980
5001442,1980
5001443,1980
5001444,1980
5001445,1980
5001446,1980
5001447,1980
5001448,1980
5001449,1980
5001450,1980
5001451,1980
5001452,1980
5001453,1980
5001454,1980
5001455,1980
5001456,1980
5001457,1980
5001458,1980
5001459,1980
5001460,1980
5001461,1980
5001462,1980
5001463,1980
5001464,1980
5001465,1980
5001466,1980
5001467,1980
5001468,1980
5001469,1980
5001470,1980
5001471,1980
5001472,1980
5001473,1980
5001474,1980
5001475,1980
5001476,1980
5001477,1980
5001478,1980
5001479,1980
5001480,1980
5001481,1980
5001482,1980
5001483,1980
5001484,1980
5001485,1980
5001486,1980
5001487,1980
5001488,1980
5001489,1980
5001490,1980
5001491,1980
5001492,1980
5001493,1980
5001494,1980
5001495,1980
5001496,1980
5001497,1980
5001498,1980
5001499,1980
5001500,1980
5001501,1980
5001502,1980
5001503,1980
5001504,1980
5001505,1980
5001506,1980
5001507,1980
5001508,1980
5001509,1980
5001510,1980
5001511,1980
5001512,1980
5001513,1980
5001514,1980
5001515,1980
5001516,1980
5001517,1980
5001518,1980
5001519,2004
5001520,2004
5001521,2004
5001522,2004
5001523,2004
5001524,2004
5001525,2004
5001526,2004
5001527,2004
5001528,2004
5001529,2004
5001530,2004
5001531,2004
5001532,2004
5001533,2004
5001534,2004
5001535,2004
5001536,2004
5001537,2004
5001538,2004
5001539,2004
5001540,2004
5001541,2004
5001542,2004
5001543,2004
5001544,2004
5001545,2004
5001546,2004
5001547,2004
5001548,2004
5001549,2004
5001550,2004
5001551,2004
5001552,2004
5001553,2004
5001554,2004
5001555,2004
5001556,2004
5001557,2004
5001558,2004
5001559,2004
5001560,2004
5001561,2005
5001562,2005
5001563,2005
5001564,2005
5001565,2005
5001566,2004
5001567,2005
5001568,2005
5001569,2005
5001570,2005
5001571,2005
5001572,2005
5001573,2005
5001574,2005
5001575,2005
5001576,2005
5001577,2005
5001578,2005
5001579,2005
5001580,2005
5001581,2005
5001582,2005
5001583,2005
5001584,2005
5001585,2005
5001586,2005
5001587,2005
5001588,2005
5001589,2005
5001590,2005
5001591,2005
5001592,2005
5001593,2005
5001594,2005
5001595,2005
5001596,2005
5001597,2005
5001598,2006
5001599,2005
5001600,2005
5001601,2005
5001602,2005
5001603,2005
5001604,2006
5001605,2006
5001606,2006
5001607,2006
5001608,2006
5001609,2006
5001610,2006
5001611,2006
5001612,2006
5001613,2006
5001614,2006
5001615,2006
5001616,2006
5001617,2006
5001618,2006
5001619,2006
5001620,2006
5001621,2006
5001622,2006
5001623,2006
5001624,2006
5001625,2006
5001626,2006
5001627,2007
5001628,2007
5001629,2006
5001630,2006
5001631,2008
5001632,2006
5001633,2006
5001634,2006
5001635,2007
5001636,2006
5001637,2006
5001638,2007
5001639,2006
5001640,2006
5001641,2006
5001642,2006
5001643,2006
5001644,2006
5001645,2006
5001646,2007
5001647,2007
5001648,2007
5001649,2007
5001650,2006
5001651,2006
5001652,2006
5001653,2006
5001654,2007
5001655,2007
5001656,2007
5001657,2006
5001658,2007
5001659,2007
5001660,2007
5001661,2007
5001662,2007
5001663,2007
5001664,2007
5001665,2007
5001666,2007
5001667,2007
5001668,2007
5001669,2007
5001670,2007
5001671,2007
5001672,2007
5001673,2007
5001674,2007
5001675,2007
5001676,2007
5001677,2007
5001678,2007
5001679,2007
5001680,2007
5001681,2007
5001682,2007
5001683,2007
5001684,2007
5001685,2007
5001686,2007
5001687,2007
5001688,2007
5001689,2007
5001690,2008
5001691,2008
5001692,2008
5001693,2008
5001694,2008
5001695,2008
5001696,2008
5001697,2008
5001698,2008
5001699,2008
5001700,2008
5001701,2008
5001702,2008
5001703,2008
5001704,2008
5001705,2008
5001706,2008
5001707,2008
5001708,2008
5001709,2008
5001710,2009
5001711,2008
5001712,2008
5001713,2008
5001714,2009
5001715,2008
5001716,2008
5001717,2009
5001718,2008
5001719,2008
5001720,2008
5001721,2008
5001722,2009
5001723,2008
5001724,2008
5001725,2008
5001726,2008
5001727,2009
5001728,2008
5001729,2009
5001730,2009
5001731,2009
5001732,2009
5001733,2009
5001734,2009
5001735,2009
5001736,2009
5001737,2009
5001738,2009
5001739,2009
5001740,2009
5001741,2009
5001742,2009
5001743,2009
5001744,2009
5001745,2009
5001746,2009
5001747,2009
5001748,2009
5001749,2009
5001750,2009
5001751,2009
5001752,2009
5001753,2009
5001754,2009
5001755,2009
5001756,2009
5001757,2009
5001758,2009
5001759,2010
5001760,2009
5001761,2009
5001762,2009
5001763,2010
5001764,2009
5001765,2010
5001766,2010
5001767,2010
5001768,2010
5001769,2010
5001770,2010
5001771,2010
5001772,2010
5001773,2010
5001774,2010
5001775,2010
5001776,2010
5001777,2010
5001778,1981
5001779,1981
5001780,1981
5001781,1981
5001782,1981
5001783,1981
5001784,1981
5001785,1981
5001786,1981
5001787,1981
5001788,1981
5001789,1981
5001790,1981
5001791,1981
5001792,1981
5001793,1981
5001794,1981
5001795,1981
5001796,1981
5001797,1981
5001798,1981
5001799,1981
5001800,1981
5001801,1981
5001802,1981
5001803,1981
5001804,1981
5001805,1981
5001806,1981
5001807,1981
5001808,1981
5001809,1981
5001810,1981
5001811,1981
5001812,1981
5001813,1981
5001814,1981
5001815,1981
5001816,1981
5001817,1981
5001818,1981
5001819,1981
5001820,1981
5001821,1981
5001822,1981
5001823,1981
5001824,1981
5001825,1981
5001826,1981
5001827,1981
5001828,1981
5001829,1981
5001830,1981
5001831,1981
5001832,1981
5001833,1981
5001834,1981
5001835,1981
5001836,1981
5001837,1981
5001838,1981
5001839,1981
5001840,1981
5001841,1981
5001842,1981
5001843,1981
5001844,1981
5001845,1981
5001846,1981
5001847,1981
5001848,1981
5001849,1981
5001850,1981
5001851,1981
5001852,1981
5001853,1981
5001854,1981
5001855,1981
5001856,1981
5001857,1981
5001858,1981
5001859,1981
5001860,1981
5001861,1981
5001862,1981
5001863,1981
5001864,1981
5001865,1981
5001866,1981
5001867,1981
5001868,2010
5001869,2010
5001870,2010
5001871,2011
5001872,2010
5001873,2010
5001874,2010
5001875,2010
5001876,2010
5001877,2010
5001878,2010
5001879,2010
5001880,2011
5001881,2010
5001882,2011
5001883,2011
5001884,2012
5001885,2011
5001886,2010
5001887,2010
5001888,2010
5001889,2011
5001890,2011
5001891,2011
5001892,2010
5001893,2011
5001894,2010
5001895,2011
5001896,2010
5001897,2011
5001898,2011
5001899,2010
5001900,2011
5001901,2011
5001902,2011
5001903,2011
5001904,2011
5001905,2011
5001906,2011
5001907,2011
5001908,2011
5001909,2012
5001910,2011
5001911,2011
5001912,2011
5001913,2011
5001914,2011
5001915,2012
5001916,2012
5001917,2011
5001918,2012
5001919,2012
5001920,2011
5001921,2011
5001922,2011
5001923,2011
5001924,2011
5001925,2012
5001926,2012
5001927,2011
5001928,2012
5001929,2012
5001930,2011
5001931,2011
5001932,2011
5001933,2012
5001934,2012
5001935,2012
5001936,2011
5001937,2012
5001938,2012
5001939,2011
5001940,2011
5001941,2012
5001942,2011
5001943,2011
5001944,2012
5001945,2011
5001946,2012
5001947,2012
5001948,2012
5001949,2012
5001950,2012
5001951,2012
5001952,2012
5001953,2012
5001954,2012
5001955,2012
5001956,2012
5001957,2012
5001958,2013
5001959,2012
5001960,2012
5001961,2012
5001962,2013
5001963,2012
5001964,2012
5001965,2012
5001966,2012
5001967,2013
5001968,2012
5001969,2012
5001970,2013
5001971,2012
5001972,2013
5001973,2012
5001974,2013
5001975,2013
5001976,2013
5001977,2013
5001978,2013
5001979,2013
5001980,2012
5001981,2013
5001982,2013
5001983,2014
5001984,2013
5001985,2013
5001986,2013
5001987,1982
5001988,1982
5001989,1982
5001990,1982
5001991,1982
5001992,1982
5001993,1982
5001994,1982
5001995,1982
5001996,1982
5001997,1982
5001998,1982
5001999,1982
5002000,1982
5002001,1982
5002002,1982
5002003,1982
5002004,1982
5002005,1982
5002006,1982
5002007,1982
5002008,1982
5002009,1982
5002010,1982
5002011,1982
5002012,1982
